-1.975e-06,-9.7225e-06,1.175e-05,6.1168e-05,-0.00014603,0.024527,0
-8.815e-06,-9.695e-06,6.4e-07,0.00011434,-0.00015281,0.024509,0.0025
-9.63e-06,-1.0497e-05,8.5575e-06,0.00013754,-0.00020039,0.024426,0.005
-2.214e-05,-2.5725e-06,2.9975e-06,3.2848e-05,-6.8953e-05,0.02451,0.0075
-5.87e-06,-4.1725e-06,-3.2975e-06,6.141e-05,-0.00013426,0.024509,0.01
2.4425e-06,5.3e-07,-1.6725e-06,0.00010185,-0.00020567,0.024467,0.0125
-1.7383e-05,-5.73e-06,-2.545e-06,8.4935e-05,-0.00015826,0.024438,0.015
-1.0268e-05,-1.4428e-05,6.96e-06,7.4123e-05,-8.1432e-05,0.024487,0.0175
-6.5675e-06,-8.125e-06,2.235e-06,0.00010266,-0.00014673,0.024492,0.02
-2.4223e-05,-8.08e-06,-4.155e-06,0.00012635,-0.00014713,0.02448,0.0225
-5.645e-06,-1.1268e-05,-4.9e-06,0.00011525,-9.3887e-05,0.024505,0.025
-1.7808e-05,-1.7553e-05,-9.95e-07,0.00011542,-9.3918e-05,0.024457,0.0275
-5.5725e-06,-1.6798e-05,6.1725e-06,6.1613e-05,-0.00013429,0.02445,0.03
-1.3667e-05,-3.3875e-06,5.3975e-06,0.00010325,-0.00011139,0.024481,0.0325
-9.8325e-06,-2.605e-06,3.8275e-06,0.00010926,-0.0001115,0.024451,0.035
-1.0275e-05,-9.6725e-06,-8.8725e-06,9.6203e-05,-0.00017608,0.024521,0.0375
-2.2598e-05,-7.27e-06,-1.7618e-05,0.00012665,-0.00012355,0.024498,0.04
-2.1965e-05,-4.13e-06,-1.2852e-05,0.00012624,-0.00016484,0.024432,0.0425
-1.045e-06,-1.6038e-05,1.5695e-05,9.609e-05,-0.00018197,0.024526,0.045
-7.2325e-06,-8.1025e-06,-1.0443e-05,0.00013181,-0.00017669,0.024479,0.0475
-8.685e-06,1.0792e-05,2.285e-06,7.9195e-05,-0.00015228,0.024415,0.05
-7.39e-06,-6.5475e-06,2.24e-06,0.00011558,-8.2128e-05,0.024463,0.0525
-1.5888e-05,-4.1525e-06,-2.535e-06,5.544e-05,-0.00014597,0.024474,0.055
-1.3032e-05,5.525e-07,7.7875e-06,4.954e-05,-0.00013996,0.024497,0.0575
-8.48e-06,4.495e-06,6.825e-07,5.055e-05,-7.5147e-05,0.024493,0.06
-2.9832e-05,-4.1475e-06,7.7225e-06,0.00010869,-0.00015276,0.024432,0.0625
-6.5875e-06,-8.92e-06,6.9875e-06,9.7145e-05,-0.00012898,0.024457,0.065
-7.3225e-06,-6.5325e-06,-5.685e-06,9.1425e-05,-0.00011119,0.02448,0.0675
-1.2208e-05,-1.03e-06,6.2025e-06,0.00012031,-0.00016474,0.024438,0.07
-1.6515e-05,-9.6775e-06,6.15e-07,0.00010245,-0.00016442,0.024474,0.0725
-9.07e-06,-4.99e-06,1.4123e-05,0.00013242,-0.00013544,0.024486,0.075
-1.044e-05,-6.535e-06,-9.4e-07,0.00010925,-0.00010559,0.024481,0.0775
-1.3968e-05,1.0028e-05,-6.4475e-06,0.0001258,-0.00017066,0.024533,0.08
-1.8155e-05,-3.345e-06,-1.0463e-05,5.606e-05,-9.8808e-05,0.024504,0.0825
-1.036e-05,-9.69e-06,1.4275e-06,0.00010244,-0.00015851,0.024503,0.085
-1.0627e-05,-4.985e-06,1.6493e-05,6.732e-05,-0.00013435,0.024509,0.0875
-2.4405e-05,-5.7375e-06,9.32e-06,0.00011461,-0.00014695,0.024456,0.09
-2.537e-05,2.15e-06,4.5875e-06,0.00013123,-0.00021204,0.024491,0.0925
-3.8475e-06,2.1025e-06,7.0275e-06,0.00010873,-0.00016458,0.024367,0.095
1.8225e-06,-6.5675e-06,5.4325e-06,6.1793e-05,-0.00012251,0.02445,0.0975
-6.855e-06,-2.55e-07,8.595e-06,9.0302e-05,-0.00018189,0.024491,0.1
4.55e-07,-1.129e-05,2.2475e-06,0.00010324,-0.00010547,0.02451,0.1025
-1.5915e-05,-7.335e-06,1.3303e-05,9.6863e-05,-0.00012893,0.024539,0.105
-7.2025e-06,-9.675e-06,-8.865e-06,5.5683e-05,-0.00013419,0.024456,0.1075
2.28e-06,6.0475e-06,-2.4475e-06,0.00011517,-9.978e-05,0.024505,0.11
-9.525e-07,-1.7605e-05,8.5625e-06,0.00011527,-0.00011161,0.024421,0.1125
-1.3563e-05,-6.54e-06,4.5975e-06,0.00011449,-0.00014693,0.024492,0.115
-9.425e-06,-1.521e-05,1.4125e-06,0.00010842,-0.00015271,0.024509,0.1175
-8.345e-06,2.9375e-06,-1.0415e-05,4.4253e-05,-0.00011634,0.024421,0.12
-1.636e-05,-1.4405e-05,-9.825e-07,0.00012619,-0.00015892,0.024474,0.1225
-2.2528e-05,-1.4395e-05,-2.075e-07,0.00013238,-0.00014725,0.024445,0.125
-1.3643e-05,-4.97e-06,8.5625e-06,0.00010892,-0.00012326,0.024498,0.1275
-1.9972e-05,2.145e-06,3.0175e-06,0.00011437,-0.00015872,0.024474,0.13
6.34e-06,-1.8425e-06,7.1e-07,8.5702e-05,-9.34e-05,0.024504,0.1325
-3.51e-06,-7.345e-06,2.2475e-06,0.00012606,-0.0001589,0.024509,0.135
-3.445e-06,-8.915e-06,-1.325e-07,0.00012108,-9.9878e-05,0.024505,0.1375
-1.6465e-05,-8.8775e-06,-8.095e-06,0.00015555,-0.00016528,0.024504,0.14
-1.944e-05,-1.7568e-05,1.009e-05,8.5405e-05,-0.0001288,0.024433,0.1425
-1.6778e-05,-2.2e-07,-1.7325e-06,0.00014914,-0.00020054,0.024491,0.145
-1.85e-06,-1.2078e-05,4.615e-06,7.9192e-05,-0.00014046,0.024468,0.1475
-2.132e-05,-8.9175e-06,2.0413e-05,0.00013212,-0.00015902,0.024468,0.15
-1.751e-05,-4.1725e-06,7.7625e-06,0.00012071,-0.00012935,0.02448,0.1525
-1.1952e-05,-8.11e-06,1.4275e-06,7.9563e-05,-0.00011099,0.024492,0.155
-1.5008e-05,-8.1025e-06,-9.6e-07,0.00012564,-0.00018836,0.024503,0.1575
2.57e-06,-6.5825e-06,8.6075e-06,0.00013196,-0.0001708,0.024462,0.16
-1.5048e-05,-8.1075e-06,3.795e-06,7.987e-05,-8.15e-05,0.024534,0.1625
-1.2725e-05,-8.91e-06,5.385e-06,0.00014386,-0.00015329,0.024516,0.165
-1.327e-05,-1.4408e-05,-2.555e-06,0.00011559,-7.622e-05,0.024487,0.1675
-5.3e-06,-1.84e-06,1.1768e-05,0.00011581,-6.4442e-05,0.024476,0.17
-1.4555e-05,-2.0685e-05,-1.0505e-05,2.6888e-05,-7.4755e-05,0.024499,0.1725
-1.9953e-05,-1.9888e-05,-1.2103e-05,6.8333e-05,-6.954e-05,0.024505,0.175
-1.024e-05,-9.665e-06,-1.3625e-05,0.00011426,-0.00016461,0.02448,0.1775
-9.0575e-06,-4.1925e-06,9.37e-06,0.00010274,-0.00015265,0.024444,0.18
-3.96e-06,6.8375e-06,4.665e-06,0.00010879,-0.00012914,0.02451,0.1825
-2.4447e-05,-1.7775e-06,-1.775e-07,6.7553e-05,-0.00012849,0.024468,0.185
-1.6875e-05,-2.375e-07,1.0153e-05,0.00010293,-0.00011724,0.024546,0.1875
-1.3398e-05,-1.2055e-05,4.58e-06,0.00010921,-0.00010558,0.024493,0.19
-1.1568e-05,5.2875e-06,-1.175e-07,9.023e-05,-0.00017597,0.024538,0.1925
-1.5263e-05,1.36e-06,-4.8925e-06,0.0001257,-0.00018837,0.024485,0.195
-9.2675e-06,-1.993e-05,-1.875e-07,6.714e-05,-0.00014614,0.024509,0.1975
-1.9248e-05,1.345e-06,1.173e-05,4.9248e-05,-0.00015763,0.024503,0.2
3.0775e-06,-1.8373e-05,-9.65e-06,0.00015551,-0.00017709,0.024462,0.2025
-5.87e-06,-8.14e-06,1.0953e-05,9.1042e-05,-0.00013475,0.024486,0.205
-1.4168e-05,-8.8825e-06,-6.505e-06,0.00011409,-0.00017049,0.024503,0.2075
-1.713e-05,-1.281e-05,-7.32e-06,5.0453e-05,-8.6948e-05,0.024469,0.21
-8.345e-06,5.525e-07,-1.705e-06,0.00010304,-0.00014089,0.024409,0.2125
-2.0475e-05,-5.7275e-06,-9.675e-07,0.00011487,-0.00013518,0.024433,0.215
-1.924e-05,2.135e-06,7.775e-06,9.7162e-05,-0.00011716,0.024504,0.2175
-1.8435e-05,5.575e-07,9.355e-06,7.3023e-05,-0.00015214,0.024491,0.22
-9.7375e-06,-4.1675e-06,-1.725e-06,5.0272e-05,-9.8732e-05,0.024469,0.2225
-1.7675e-06,-1.6813e-05,1.173e-05,4.412e-05,-0.00011041,0.024486,0.225
-1.084e-05,7.6525e-06,-4.0675e-06,0.00011999,-0.00017649,0.024479,0.2275
-1.334e-05,-1.2045e-05,-1.7575e-06,0.00011427,-0.0001528,0.024527,0.23
-9.885e-06,-2.6125e-06,1.0955e-05,5.591e-05,-0.00010469,0.024522,0.2325
-1.5008e-05,-9.69e-06,4.585e-06,0.00014479,-9.437e-05,0.024511,0.235
-1.2135e-05,-1.81e-06,6.55e-07,0.00013212,-0.00015902,0.024468,0.2375
-1.0775e-05,2.12e-06,7.8e-06,8.5422e-05,-0.00011699,0.02448,0.24
-1.483e-05,-1.2825e-05,-5.725e-06,0.00013844,-0.00012965,0.02448,0.2425
-1.959e-05,-9.6675e-06,-1.85e-07,7.9122e-05,-0.00014636,0.024462,0.245
-1.345e-05,-9.6825e-06,2.21e-06,7.3762e-05,-0.000105,0.024486,0.2475
-8.4875e-06,4.4825e-06,2.27e-06,0.000162,-0.00013002,0.024504,0.25
-1.513e-05,-4.955e-06,2.22e-06,9.6852e-05,-0.00013484,0.024516,0.2525
-5.465e-06,-2.2333e-05,1.408e-05,0.00010915,-0.00010557,0.02451,0.255
-1.2843e-05,-5.7475e-06,7.7675e-06,2.825e-06,-9.7923e-05,0.024516,0.2575
-2.37e-05,-4.9575e-06,1.487e-05,8.4692e-05,-0.00015821,0.024509,0.26
-1.245e-05,7.6425e-06,3.8525e-06,0.00013259,-0.00012956,0.024463,0.2625
-1.1575e-05,2.1125e-06,1.1757e-05,9.6295e-05,-0.000182,0.024467,0.265
-5.75e-06,-9.6975e-06,2.23e-06,4.338e-05,-0.00015754,0.024491,0.2675
-1.0515e-05,-4.175e-06,-1.425e-07,0.00011981,-0.00018828,0.024479,0.27
-2.3035e-05,-2.275e-07,1.0135e-05,0.00013245,-0.00012953,0.024504,0.2725
-1.1175e-05,-8.91e-06,3.805e-06,0.00013824,-0.00014143,0.024486,0.275
-1.0605e-05,-3.39e-06,6.99e-06,1.494e-05,-9.2263e-05,0.024457,0.2775
