-4.1686e-06,6.6905e-07,-1.6382e-06,-7.486e-05,-1.0991e-05,0.0049959,0.005
5.6783e-06,3.3817e-07,2.2833e-06,-6.954e-05,-9.501e-06,0.0050115,0.01
-6.6133e-06,-1.3372e-06,4.3398e-06,-7.429e-05,-8.875e-06,0.0050005,0.015
1.1311e-06,-2.6745e-07,-7.4739e-07,-7.9435e-05,-1.7358e-05,0.0049921,0.02
-2.7159e-06,-3.0072e-06,-3.7841e-06,-6.8145e-05,-1.3716e-05,0.0049921,0.025
-1.0192e-05,-4.4999e-06,-1.6112e-05,-7.4235e-05,-1.0079e-05,0.0049952,0.03
-3.4661e-06,6.0375e-06,1.1896e-05,-7.3025e-05,-2.805e-06,0.0050005,0.035
8.4081e-07,-3.0823e-06,1.2106e-05,-8.0405e-05,-1.4286e-05,0.0049717,0.04
1.2253e-06,4.2993e-06,1.7302e-06,-8.0895e-05,-1.4316e-05,0.0049885,0.045
-1.2626e-05,-4.0536e-06,-6.3485e-06,-6.9955e-05,-1.3713e-05,0.0049907,0.05
-1.2583e-05,-1.746e-06,-4.7458e-06,-9.503e-05,-1.8885e-05,0.004998,0.055
-2.5069e-06,5.196e-06,-1.7887e-06,-8.4805e-05,-7.943e-06,0.0049888,0.06
7.1508e-06,-6.7692e-06,-7.3358e-06,-7.9355e-05,-7.3415e-06,0.0049918,0.065
7.1508e-06,-6.7692e-06,-7.3358e-06,-7.9355e-05,-7.3415e-06,0.0049918,0.07
1.4648e-05,-2.8723e-06,8.0502e-06,-7.1405e-05,-2.1826e-06,0.0049921,0.075
-9.6141e-06,-3.5531e-06,-2.8726e-06,-8.5965e-05,-1.0964e-05,0.0049812,0.08
-1.4107e-05,3.9357e-06,5.5028e-06,-7.158e-05,-2.1006e-05,0.0049956,0.085
1.125e-05,8.1485e-06,2.3078e-06,-7.3895e-05,-6.756e-07,0.004998,0.09
-2.8918e-06,-3.8528e-06,5.5775e-06,-8.531e-05,8.443e-06,0.0049904,0.095
-6.375e-06,8.8575e-07,-6.379e-06,-7.644e-05,-1.3425e-05,0.0049995,0.1
6.6046e-07,1.0807e-05,1.3031e-06,-7.4225e-05,-3.0083e-05,0.0049806,0.105
-7.2936e-06,-9.67e-07,-1.1845e-07,-8.7335e-05,-1.978e-05,0.0049894,0.11
1.103e-05,2.4945e-06,5.5536e-06,-8.006e-05,-7.6605e-06,0.0050005,0.115
-1.0502e-05,-5.5508e-06,1.2049e-06,-6.9335e-05,-1.8896e-06,0.004998,0.12
-1.5697e-05,-2.5968e-06,-2.4493e-06,-6.936e-05,-1.0987e-05,0.004994,0.125
-1.5697e-05,-2.5968e-06,-2.4493e-06,-6.936e-05,-1.0987e-05,0.004994,0.13
1.0644e-05,-1.1556e-05,3.893e-06,-8.611e-05,3.2583e-06,0.0050045,0.135
-5.0464e-06,-3.0442e-06,-1.2972e-06,-7.796e-05,-2.2822e-05,0.0049928,0.14
4.8123e-06,1.5783e-06,1.0923e-05,-7.298e-05,-7.6475e-06,0.0049934,0.145
8.6684e-06,1.0162e-07,5.7101e-06,-8.592e-05,-5.5515e-06,0.005009,0.15
-4.2843e-06,-6.3019e-06,-7.1737e-06,-7.3415e-05,-1.1913e-05,0.0050025,0.155
1.1712e-06,-4.6289e-06,-1.1181e-05,-7.3975e-05,-2.4939e-05,0.0049891,0.16
1.3492e-06,3.7193e-06,-7.0019e-06,-7.7995e-05,-1.0046e-05,0.0049766,0.165
4.9573e-06,2.569e-06,3.7447e-06,-7.871e-05,-6.6675e-07,0.0049931,0.17
-6.3436e-06,2.4079e-06,-5.5531e-06,-7.8e-05,8.656e-07,0.0049848,0.175
3.0658e-06,-1.0898e-05,1.8507e-06,-6.8165e-05,-9.172e-06,0.0049971,0.18
2.4275e-06,-8.2205e-06,-1.0049e-06,-6.367e-05,-7.0115e-06,0.0049772,0.185
2.4275e-06,-8.2205e-06,-1.0049e-06,-6.367e-05,-7.0115e-06,0.0049772,0.19
4.9364e-06,1.832e-06,3.6956e-06,-7.4185e-05,-1.098e-05,0.0049898,0.195
3.8815e-06,-6.895e-06,5.8759e-06,-7.679e-05,-8.583e-06,0.005007,0.2
-3.3154e-07,5.1244e-06,5.1351e-06,-7.532e-05,-6.7225e-06,0.0049851,0.205
-4.1892e-06,7.6571e-07,-1.8281e-07,-7.554e-05,-8.5265e-06,0.0049759,0.21
1.4709e-05,-5.6632e-06,-8.2921e-07,-7.9755e-05,-1.4936e-05,0.0049956,0.215
7.1205e-06,-4.1233e-06,-6.3938e-07,-7.3635e-05,-8.564e-06,0.0049968,0.22
2.6778e-06,-2.1057e-07,-1.9202e-06,-6.9e-05,-3.7028e-06,0.0049937,0.225
6.3485e-06,8.4991e-07,8.9736e-06,-6.8775e-05,-1.5235e-05,0.0049934,0.23
